상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220805464882,베스띠벨리,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47414,셔츠 및 블라우스 소매업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110390003,1,대지,1039.0,3.0,경기도 안양시 동안구 호계동 1039-3,411733183006.0,경기도 안양시 동안구 동안로,119.0,,4117310400110390003005130,킴스아울렛,경기도 안양시 동안구 동안로 119,431812.0,14073,,2,,126.951211662129,37.3892055758239
MA010120220805467557,지에스25평촌디엠점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200109540001,1,대지,954.0,1.0,경기도 안양시 동안구 관양동 954-1,411734349232.0,경기도 안양시 동안구 흥안대로427번길,16.0,,4117310200109540001000001,평촌디지털엠파이어,경기도 안양시 동안구 흥안대로427번길 16,431804.0,14059,,,,126.973756938248,37.3929986456574
MA010120220805467410,마음치유상담소,,Q1,보건의료,Q104,기타 보건,Q10402,유사 의료업,Q86902,유사 의료업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200115020000,1,대지,1502.0,,경기도 안양시 동안구 관양동 1502,411732000018.0,경기도 안양시 동안구 흥안대로,527.0,,4117310200115020000003464,스타타워빌딩,경기도 안양시 동안구 흥안대로 527,431846.0,13951,,,,126.976142189757,37.4011289216013
MA010120220805470090,에이스스포츠,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400105550045,1,대지,555.0,45.0,경기도 안양시 동안구 호계동 555-45,411733182030.0,경기도 안양시 동안구 엘에스로,122.0,,4117310400105550045000001,호계데시앙플렉스,경기도 안양시 동안구 엘에스로 122,431831.0,14118,,,,126.948842280188,37.3728752276558
MA010120220805469727,삼승,,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400105550009,1,대지,555.0,9.0,경기도 안양시 동안구 호계동 555-9,411733182030.0,경기도 안양시 동안구 엘에스로,76.0,,4117310400105550009005725,국제유통단지가동,경기도 안양시 동안구 엘에스로 76,431763.0,14117,,,,126.953115593581,37.3700387228742
MA010120220805469326,풍미양꼬치,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,41,경기도,41171,안양시 만안구,41171560,안양6동,4117110100,안양동,4117110100105330006,1,대지,533.0,6.0,경기도 안양시 만안구 안양동 533-6,411713182003.0,경기도 안양시 만안구 만안로,35.0,,4117110100105330005014007,빌로채,경기도 안양시 만안구 만안로 35,430824.0,14035,,1,,126.933838987899,37.3863199897234
MA010120220805468780,브랜딩유,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,41,경기도,41171,안양시 만안구,41171570,안양7동,4117110100,안양동,4117110100114320000,1,대지,1432.0,,경기도 안양시 만안구 안양동 1432,411714346052.0,경기도 안양시 만안구 덕천로152번길,25.0,,4117110100101890000020804,안양아이에스BIZ타워센트럴,경기도 안양시 만안구 덕천로152번길 25,430017.0,14084,,,,126.938297255633,37.3928838102615
MA010120220805469431,온브릿지,,P1,교육,P107,교육 지원,P10701,교육컨설팅업,P85701,교육관련 자문 및 평가업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400108920009,1,대지,892.0,9.0,경기도 안양시 동안구 호계동 892-9,411733182024.0,경기도 안양시 동안구 전파로,91.0,,4117310400108920009010568,,경기도 안양시 동안구 전파로 91,431836.0,14040,,,,126.942936982219,37.3897986836965
MA010120220805472050,CU안양청룡점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200111230001,1,대지,1123.0,1.0,경기도 안양시 동안구 관양동 1123-1,411733183008.0,경기도 안양시 동안구 부림로,188.0,,4117310200111230001014281,청용빌딩,경기도 안양시 동안구 부림로 188,431810.0,14055,,1,,126.961604170274,37.3996235076848
MA010120220805470685,샵도쿄시장범계점,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41173,안양시 동안구,41173610,범계동,4117310400,호계동,4117310400110470003,1,대지,1047.0,3.0,경기도 안양시 동안구 호계동 1047-3,411734349201.0,경기도 안양시 동안구 평촌대로223번길,25.0,,4117310400110470003005169,성보빌딩,경기도 안양시 동안구 평촌대로223번길 25,431812.0,14072,,,,126.954317868435,37.3907829183257
MA010120220805470695,살롱드뮤즈,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41173,안양시 동안구,41173510,비산1동,4117310100,비산동,4117310100105150002,1,대지,515.0,2.0,경기도 안양시 동안구 비산동 515-2,411733183009.0,경기도 안양시 동안구 비산로,18.0,,4117310100105150002002078,평촌자이아이파크,경기도 안양시 동안구 비산로 18,431818.0,13924,,2,,126.933259637485,37.4001100519753
MA010120220805472537,가든여관,,I1,숙박,I101,일반 숙박,I10102,여관/모텔,I55102,여관업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100106760162,1,대지,676.0,162.0,경기도 안양시 만안구 안양동 676-162,411714346296.0,경기도 안양시 만안구 장내로119번길,56.0,10.0,4117110100106760162008844,,경기도 안양시 만안구 장내로119번길 56-10,430832.0,14001,,,,126.919867289105,37.3991234470607
MA010120220805473878,신신커피숍,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100108220038,1,대지,822.0,38.0,경기도 안양시 만안구 안양동 822-38,411714346212.0,경기도 안양시 만안구 안양로405번길,28.0,,4117110100108220038006552,,경기도 안양시 만안구 안양로405번길 28,430839.0,13985,,2,,126.913133016415,37.4063603284384
MA010120220805474302,영제이,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109000000,1,대지,900.0,,경기도 안양시 동안구 호계동 900,411734349139.0,경기도 안양시 동안구 시민대로109번길,29.0,,4117310400109000000013972,에이스하이테크시티범계,경기도 안양시 동안구 시민대로109번길 29,431836.0,14042,,,,126.943539106671,37.3871279007706
MA010120220805474569,우한판,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300101360003,1,대지,136.0,3.0,경기도 안양시 동안구 평촌동 136-3,411732000018.0,경기도 안양시 동안구 흥안대로,386.0,,4117310300101360003008369,,경기도 안양시 동안구 흥안대로 386,431070.0,14064,,,,126.973878973272,37.3890169875164
MA010120220805476776,에스클래스에듀,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110650005,1,대지,1065.0,5.0,경기도 안양시 동안구 호계동 1065-5,411732183002.0,경기도 안양시 동안구 평촌대로,119.0,,4117310400110650005004643,원평비젼프라자,경기도 안양시 동안구 평촌대로 119,431827.0,14099,,,,126.959851156107,37.3826320125874
MA010120220805476401,평촌청솔학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173620,신촌동,4117310400,호계동,4117310400110650003,1,대지,1065.0,3.0,경기도 안양시 동안구 호계동 1065-3,411732183002.0,경기도 안양시 동안구 평촌대로,121.0,,4117310400110650003005045,문원빌딩,경기도 안양시 동안구 평촌대로 121,431827.0,14099,,,,126.959723600236,37.3828741787749
MA010120220805476323,깊은생각평촌2관학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,41,경기도,41173,안양시 동안구,41173578,귀인동,4117310300,평촌동,4117310300109000007,1,대지,900.0,7.0,경기도 안양시 동안구 평촌동 900-7,411732183002.0,경기도 안양시 동안구 평촌대로,132.0,,4117310300109000007004632,제일빌딩,경기도 안양시 동안구 평촌대로 132,431801.0,14103,,,,126.960316121779,37.3841228625066
MA010120220805475328,프라임,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,41,경기도,41171,안양시 만안구,41171530,안양3동,4117110100,안양동,4117110100106950009,1,대지,695.0,9.0,경기도 안양시 만안구 안양동 695-9,411713012043.0,경기도 안양시 만안구 박달로,572.0,1.0,4117110100106950009005265,,경기도 안양시 만안구 박달로 572-1,430838.0,14005,,1,,126.916271786545,37.4025326008096
MA010120220805477360,한입식품,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,채소; 과실 및 뿌리작물 소매업,41,경기도,41173,안양시 동안구,41173570,평촌동,4117310300,평촌동,4117310300100680005,1,대지,68.0,5.0,경기도 안양시 동안구 평촌동 68-5,411734349235.0,경기도 안양시 동안구 흥안대로456번길,20.0,,4117310300100680005006186,,경기도 안양시 동안구 흥안대로456번길 20,431070.0,14062,,1,,126.976630443853,37.3942940542249
MA010120220805476987,에이치와이컨설팅,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200118020000,1,대지,1802.0,,경기도 안양시 동안구 관양동 1802,411733196015.0,경기도 안양시 동안구 벌말로,126.0,,4117310200108130000014292,평촌오비즈타워,경기도 안양시 동안구 벌말로 126,431062.0,14057,,32,,126.970290999588,37.3995192654742
MA010120220805477273,안양축산물도매,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,41,경기도,41171,안양시 만안구,41171581,안양9동,4117110100,안양동,4117110100107420000,1,대지,742.0,,경기도 안양시 만안구 안양동 742,411713182029.0,경기도 안양시 만안구 능곡로,24.0,,4117110100107430003002596,,경기도 안양시 만안구 능곡로 24,430836.0,14022,,,,126.913847860174,37.3928329562036
MA010120220805480086,비아김밥,,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100107110051,1,대지,711.0,51.0,경기도 안양시 만안구 안양동 711-51,411713182001.0,경기도 안양시 만안구 냉천로,187.0,,4117110100107110051008584,,경기도 안양시 만안구 냉천로 187,430832.0,14002,,1,,126.919813283253,37.3965909692348
MA010120220805479768,에스샵뷰티연구소,,S2,수리·개인,S207,이용·미용,S20702,피부 관리실,S96113,피부 미용업,41,경기도,41171,안양시 만안구,41171600,석수2동,4117110200,석수동,4117110200102670023,1,대지,267.0,23.0,경기도 안양시 만안구 석수동 267-23,411714346223.0,경기도 안양시 만안구 안양로532번길,41.0,,4117110200102670023003260,,경기도 안양시 만안구 안양로532번길 41,430852.0,13962,,,,126.9088568734,37.417710328276
MA010120220805479372,여수맛집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114810008,1,대지,1481.0,8.0,경기도 안양시 동안구 관양동 1481-8,411734349075.0,경기도 안양시 동안구 관양로227번길,41.0,,4117310200114810008001517,,경기도 안양시 동안구 관양로227번길 41,431810.0,13950,,1,,126.97334178699,37.4027355672989
MA010120220805481576,아더사이드,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200118020000,1,대지,1802.0,,경기도 안양시 동안구 관양동 1802,411733196015.0,경기도 안양시 동안구 벌말로,126.0,,4117310200108130000014292,평촌오비즈타워,경기도 안양시 동안구 벌말로 126,431062.0,14057,,1,,126.970290999588,37.3995192654742
MA010120220805480909,시각 디자인업,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,41,경기도,41173,안양시 동안구,41173590,호계2동,4117310400,호계동,4117310400109000000,1,대지,900.0,,경기도 안양시 동안구 호계동 900,411734349139.0,경기도 안양시 동안구 시민대로109번길,29.0,,4117310400109000000013972,에이스하이테크시티범계,경기도 안양시 동안구 시민대로109번길 29,431836.0,14042,,,,126.943539106671,37.3871279007706
MA010120220805483881,소사이어티카페,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740068,1,대지,674.0,68.0,경기도 안양시 만안구 안양동 674-68,411714346299.0,경기도 안양시 만안구 장내로139번길,56.0,4.0,4117110100106740068011566,,경기도 안양시 만안구 장내로139번길 56-4,430831.0,13992,,1,,126.921582695931,37.4000041248618
MA010120220805482743,모으리,,G2,소매,G205,식료품 소매,G20508,건강보조식품 소매업,G47217,건강 보조식품 소매업,41,경기도,41171,안양시 만안구,41171540,안양4동,4117110100,안양동,4117110100107140095,1,대지,714.0,95.0,경기도 안양시 만안구 안양동 714-95,411714346305.0,경기도 안양시 만안구 장내로75번길,42.0,,4117110100107140095008512,,경기도 안양시 만안구 장내로75번길 42,430835.0,14003,,,,126.91585470449,37.3962033250268
MA010120220805486542,비엘케어,,G2,소매,G215,의약·화장품 소매,G21502,의료기기 소매업,G47812,의료용 기구 소매업,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200102240005,1,대지,224.0,5.0,경기도 안양시 동안구 관양동 224-5,411732182002.0,경기도 안양시 동안구 시민대로,401.0,,4117310200102240005000001,대륭테크노타운15차,경기도 안양시 동안구 시민대로 401,431062.0,14057,,3,,126.974357249058,37.3970136009272
MA010120220805486545,노티드,,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,41,경기도,41171,안양시 만안구,41171520,안양2동,4117110100,안양동,4117110100113490008,1,대지,1349.0,8.0,경기도 안양시 만안구 안양동 1349-8,411713183019.0,경기도 안양시 만안구 예술공원로,164.0,,4117110100113490008011393,,경기도 안양시 만안구 예술공원로 164,430812.0,13911,,3,,126.924055160999,37.4190300199015
